Nombre,Tipo de Actor,Organización,Cargo,Tipo Participación,Evento,Fecha,País,Tema/Panel,Fuente URL
Ganfeng Lithium,Organización,Productora china,Corporación,Expositor empresarial,"XII Seminario Internacional ""Litio en la Región de Sudamérica""",9-10 Ago 2023,Argentina,Caucharí-Olaroz / expansión,https://litio.com.ar/seminario-internacional-litio-en-la-region-de-sudamerica-2023-organizado-por-panorama-minero/
Minera EXAR,Organización,Consorcio (Lithium Arg+Ganfeng+JEMSE),Corporación,Expositor empresarial,"XII Seminario Internacional ""Litio en la Región de Sudamérica""",9-10 Ago 2023,Argentina,Caucharí-Olaroz,https://litio.com.ar/seminario-internacional-litio-en-la-region-de-sudamerica-2023-organizado-por-panorama-minero/
Sales de Jujuy / Arcadium,Organización,Operadora Olaroz,Corporación,Expositor empresarial,"XII Seminario Internacional ""Litio en la Región de Sudamérica""",9-10 Ago 2023,Argentina,Salar de Olaroz,https://litio.com.ar/seminario-internacional-litio-en-la-region-de-sudamerica-2023-organizado-por-panorama-minero/
JEMSE,Organización,Jujuy Energía y Minería S.E.,Empresa estatal provincial,Expositor institucional,"XII Seminario Internacional ""Litio en la Región de Sudamérica""",9-10 Ago 2023,Argentina,Participación estatal,https://litio.com.ar/seminario-internacional-litio-en-la-region-de-sudamerica-2023-organizado-por-panorama-minero/
Raúl Jalil,Persona,Gobierno de Catamarca,Gobernador,Keynote apertura,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Litio Catamarca,https://miningpress.com/eventos-miningpress-enernews/347432/seminario-del-litio-el-programa-del-encuentro-en-catamarca
Gerardo Morales,Persona,Gobierno de Jujuy,Gobernador,Keynote apertura,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Mesa del Litio,https://miningpress.com/eventos-miningpress-enernews/347432/seminario-del-litio-el-programa-del-encuentro-en-catamarca
Gustavo Sáenz,Persona,Gobierno de Salta,Gobernador,Keynote apertura,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Mesa del Litio,https://miningpress.com/eventos-miningpress-enernews/347432/seminario-del-litio-el-programa-del-encuentro-en-catamarca
Panorama Minero,Organización,Medio especializado,Organizador,Organizador principal,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Seminario XI edición,https://www.panorama-minero.com/es/news/catamarca-sera-anfitriona-del-encuentro-relacionado-al-litio-mas-importante-de-la-region
Gobierno de Catamarca,Organización,Ejecutivo provincial,Anfitrión,Anfitrión,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Sede del seminario,https://www.panorama-minero.com/es/news/catamarca-sera-anfitriona-del-encuentro-relacionado-al-litio-mas-importante-de-la-region
S&P Global Platts,Organización,Consultora internacional,Expositor,Consultora disertante,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Mercado global litio,https://miningpress.com/eventos-miningpress-enernews/347432/seminario-del-litio-el-programa-del-encuentro-en-catamarca
CRU Group,Organización,Consultora internacional,Expositor,Consultora disertante,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Análisis de mercado,https://miningpress.com/eventos-miningpress-enernews/347432/seminario-del-litio-el-programa-del-encuentro-en-catamarca
YPF,Organización,Empresa estatal hidrocarburos (proveedor),Expositor,Proveedor,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Energía y litio,https://miningpress.com/eventos-miningpress-enernews/347432/seminario-del-litio-el-programa-del-encuentro-en-catamarca
Secretaría de Minería de la Nación,Organización,Gobierno Argentina,Delegación oficial,Delegación estatal,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Política minera nacional,https://miningpress.com/eventos-miningpress-enernews/347432/seminario-del-litio-el-programa-del-encuentro-en-catamarca
Ministerio de Desarrollo Productivo de la Nación,Organización,Gobierno Argentina,Delegación oficial,Delegación estatal,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Desarrollo productivo,https://miningpress.com/eventos-miningpress-enernews/347432/seminario-del-litio-el-programa-del-encuentro-en-catamarca
"Delegaciones diplomáticas (Bolivia, Chile, EE.UU., Reino Unido, Australia, Canadá, Francia, Perú, Corea del Sur, China)",Organización,Cuerpo diplomático internacional,Delegaciones,Delegaciones,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Representación internacional,https://miningpress.com/eventos-miningpress-enernews/347432/seminario-del-litio-el-programa-del-encuentro-en-catamarca
Livent Corporation,Organización,Productora litio USA,Corporación,Expositor empresarial,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Proyecto Fénix Catamarca,https://econojournal.com.ar/2022/03/vuelve-el-simposio-litio-en-sudamerica-a-catamarca-100-presencial-y-con-participacion-internacional/
Galaxy Resources / Allkem,Organización,Productora australiana,Corporación,Expositor empresarial,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Proyecto Sal de Vida,https://econojournal.com.ar/2022/03/vuelve-el-simposio-litio-en-sudamerica-a-catamarca-100-presencial-y-con-participacion-internacional/
Lake Resources,Organización,Desarrolladora australiana,Corporación,Expositor empresarial,"XI Seminario Internacional ""Litio en la Región de Sudamérica""",31 May - 1 Jun 2022,Argentina,Kachi Catamarca,https://econojournal.com.ar/2022/03/vuelve-el-simposio-litio-en-sudamerica-a-catamarca-100-presencial-y-con-participacion-internacional/
Carlos Sadir,Persona,Gobierno de Jujuy,Gobernador,Inauguración / anfitrión,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Litio como recurso estratégico,https://prensa.jujuy.gob.ar/jujuy/jujuy-es-sede-del-seminario-internacional-ambiente-desarrollo-sostenible-gobernanza-y-produccion-litio-n115711
Alberto Bernis,Persona,Gobierno de Jujuy,Vicegobernador,Panel apertura,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Cadena de valor del litio,https://prensa.jujuy.gob.ar/jujuy/jujuy-es-sede-del-seminario-internacional-ambiente-desarrollo-sostenible-gobernanza-y-produccion-litio-n115711
Antonio Marocco,Persona,Gobierno de Salta,Vicegobernador,Panel apertura,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Región del Litio trinacional,https://litio.com.ar/relite-2024-jujuy-sede-del-seminario-internacional-sobre-ambiente-desarrollo-sostenible-gobernanza-y-produccion-del-litio/
Rubén Dusso,Persona,Gobierno de Catamarca,Vicegobernador,Panel apertura,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Minería cuestión de Estado,https://litio.com.ar/relite-2024-jujuy-sede-del-seminario-internacional-sobre-ambiente-desarrollo-sostenible-gobernanza-y-produccion-del-litio/
Romain Nadal,Persona,Embajada de Francia en Argentina,Embajador,Inauguración,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Cooperación Francia-Argentina litio,https://ifargentine.com.ar/agenda/litio24
Viceministro de Minerales Estratégicos (Argentina),Persona,Ministerio Economía / Sec. Minería Argentina,Viceministro,Panel apertura,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Minerales estratégicos,https://prensa.jujuy.gob.ar/jujuy/jujuy-es-sede-del-seminario-internacional-ambiente-desarrollo-sostenible-gobernanza-y-produccion-litio-n115711
Delegación Unión Europea en Argentina,Organización,UE - Servicio Exterior,Coordinador,Coordinador / co-organizador,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Gobernanza del litio UE,https://ifargentine.com.ar/agenda/litio24
Embajada de Francia en Argentina / Institut français,Organización,Gobierno de Francia,Co-organizador,Co-organizador,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Cooperación UE-Argentina,https://ifargentine.com.ar/agenda/litio24
Gobierno de la Provincia de Jujuy,Organización,Ejecutivo provincial,Anfitrión,Co-organizador,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Provincia anfitriona,https://prensa.jujuy.gob.ar/jujuy/jujuy-es-sede-del-seminario-internacional-ambiente-desarrollo-sostenible-gobernanza-y-produccion-litio-n115711
Universidad Nacional de Jujuy (UNJu),Organización,Universidad pública,Co-organizador,Co-organizador académico,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Investigación litio,https://jemse.gob.ar/2024/05/09/jujuy-argentina-sede-de-la-conferencia-internacional-sobre-produccion-responsable-de-litio/
CIDMEJu – CONICET,Organización,Centro Investig. Materiales Avanzados Energía,Sede técnica,Sede técnica / co-organizador,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Investigación aplicada,https://jemse.gob.ar/2024/05/09/jujuy-argentina-sede-de-la-conferencia-internacional-sobre-produccion-responsable-de-litio/
JEMSE – Jujuy Energía y Minería S.E.,Organización,Empresa estatal provincial,Co-organizador,Co-organizador,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Articulación productiva,https://jemse.gob.ar/2024/05/09/jujuy-argentina-sede-de-la-conferencia-internacional-sobre-produccion-responsable-de-litio/
Université de Lorraine (Francia),Organización,Universidad pública francesa,Delegación académica,Participante internacional,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Red científica litio,https://ifargentine.com.ar/agenda/litio24
KTH Royal Institute of Technology (Estocolmo),Organización,Universidad sueca,Delegación académica,Participante internacional,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Red científica litio,https://ifargentine.com.ar/agenda/litio24
"CNRS (Centre National Recherche Scientifique, Francia)",Organización,Organismo francés investigación,Delegación académica,Participante internacional,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Red científica litio,https://ifargentine.com.ar/agenda/litio24
Delegaciones gubernamentales 30+ países,Organización,Cuerpo diplomático internacional,Delegaciones oficiales,Delegaciones,"RELiTE – Seminario Internacional sobre Medio Ambiente, Desarrollo Sostenible y Gobernanza del Litio",1-5 Jul 2024,Argentina,Gobernanza global del litio,https://ifargentine.com.ar/agenda/litio24
Antonio Marocco,Persona,Gobierno de Salta,Vicegobernador,Inauguración / anfitrión,Argentina Mining 2024,28-30 Ago 2024,Argentina,RIGI y minería Salta,https://www.salta.gob.ar/prensa/noticias/inauguraron-argentina-mining-2024-salta-se-consolida-en-innovacion-sostenibilidad-y-crecimiento-para-una-mineria-del-futuro-97487
Carlos Cuburu,Persona,Secretaría de Minería de la Nación,Subsecretario de Políticas Mineras,Keynote,Argentina Mining 2024,28-30 Ago 2024,Argentina,Política minera nacional / RIGI,https://econojournal.com.ar/2024/08/comenzo-argentina-mining-2024/
Romina Sassarini,Persona,Gobierno de Salta / COFEMIN,Secretaria Minería y Energía / Pta. COFEMIN,Inauguración / panelista,Argentina Mining 2024,28-30 Ago 2024,Argentina,Plan Provincial Desarrollo Minero 2030,https://www.salta.gob.ar/prensa/noticias/inauguraron-argentina-mining-2024-salta-se-consolida-en-innovacion-sostenibilidad-y-crecimiento-para-una-mineria-del-futuro-97487
Javier Rojas,Persona,Argentina Mining / Min Agency,Director del evento,Organizador principal,Argentina Mining 2024,28-30 Ago 2024,Argentina,Organización Argentina Mining 2024,https://econojournal.com.ar/2024/08/comenzo-argentina-mining-2024/
Argentina Mining (Min Agency),Organización,Empresa organizadora eventos,Organizador,Organizador principal,Argentina Mining 2024,28-30 Ago 2024,Argentina,Convención y expo minera,https://www.salta.gob.ar/prensa/noticias/inauguraron-argentina-mining-2024-salta-se-consolida-en-innovacion-sostenibilidad-y-crecimiento-para-una-mineria-del-futuro-97487
Centro de Convenciones Salta,Organización,Sede institucional,Sede,Sede,Argentina Mining 2024,28-30 Ago 2024,Argentina,Sede física,https://www.salta.gob.ar/prensa/noticias/inauguraron-argentina-mining-2024-salta-se-consolida-en-innovacion-sostenibilidad-y-crecimiento-para-una-mineria-del-futuro-97487
Cámara de la Minería de Salta,Organización,Gremio empresarial minero provincial,Participante,Co-organizador sectorial,Argentina Mining 2024,28-30 Ago 2024,Argentina,Coordinación minera Salta,https://www.salta.gob.ar/prensa/noticias/inauguraron-argentina-mining-2024-salta-se-consolida-en-innovacion-sostenibilidad-y-crecimiento-para-una-mineria-del-futuro-97487
Geobrugg,Organización,Empresa proveedora minera,Expositor / Stand,Stand industrial,Argentina Mining 2024,28-30 Ago 2024,Argentina,Seguridad minera,https://www.salta.gob.ar/prensa/noticias/inauguraron-argentina-mining-2024-salta-se-consolida-en-innovacion-sostenibilidad-y-crecimiento-para-una-mineria-del-futuro-97487
Gobierno de Salta,Organización,Ejecutivo provincial,Anfitrión,Anfitrión,Argentina Mining 2024,28-30 Ago 2024,Argentina,Sede provincial,https://www.salta.gob.ar/prensa/noticias/inauguraron-argentina-mining-2024-salta-se-consolida-en-innovacion-sostenibilidad-y-crecimiento-para-una-mineria-del-futuro-97487
CAEM – Cámara Argentina de Empresarios Mineros,Organización,Gremio empresarial nacional,Co-organizador,Organizador,Arminera 2023 (25° aniversario),22-24 May 2023,Argentina,Sector minero Argentina,https://econojournal.com.ar/2023/05/se-realizara-una-nueva-edicion-de-la-exposicion-internacional-de-arminera/
Messe Frankfurt Argentina,Organización,Operador internacional de ferias,Co-organizador,Organizador,Arminera 2023 (25° aniversario),22-24 May 2023,Argentina,Operación ferial,https://econojournal.com.ar/2023/05/se-realizara-una-nueva-edicion-de-la-exposicion-internacional-de-arminera/
Predio Ferial La Rural,Organización,Recinto ferial,Sede,Sede,Arminera 2023 (25° aniversario),22-24 May 2023,Argentina,Sede física Palermo,https://econojournal.com.ar/2023/05/se-realizara-una-nueva-edicion-de-la-exposicion-internacional-de-arminera/
Amador Sánchez Rico,Persona,Delegación UE en Argentina,Embajador UE,Panelista,Arminera 2023 (25° aniversario),22-24 May 2023,Argentina,Convención UE-LATAM materias primas,https://econojournal.com.ar/2023/05/se-realizara-una-nueva-edicion-de-la-exposicion-internacional-de-arminera/
Delegación Unión Europea,Organización,UE - Servicio Exterior,Delegación oficial,Delegación oficial,Arminera 2023 (25° aniversario),22-24 May 2023,Argentina,Diálogo UE-LATAM críticos,https://econojournal.com.ar/2023/05/se-realizara-una-nueva-edicion-de-la-exposicion-internacional-de-arminera/
Roberto Cacciola,Persona,CAEM,Presidente,Bienvenida / moderador panel gobernadores,Arminera 2025 (Mesas del Litio y del Cobre),20-22 May 2025,Argentina,RIGI y desarrollo sectorial,https://litio.com.ar/comenzo-arminera-2025-con-grandes-anuncios-y-los-pasillos-colmados/
Luis Lucero,Persona,Secretaría de Minería de la Nación,Secretario,Introducción / keynote,Arminera 2025 (Mesas del Litio y del Cobre),20-22 May 2025,Argentina,Política minera nacional,https://litio.com.ar/comenzo-arminera-2025-con-grandes-anuncios-y-los-pasillos-colmados/
Diego Sucalesca,Persona,Agencia Argentina de Inversiones y Comercio Internacional,Presidente Ejecutivo,Introducción,Arminera 2025 (Mesas del Litio y del Cobre),20-22 May 2025,Argentina,Atracción de inversiones,https://litio.com.ar/comenzo-arminera-2025-con-grandes-anuncios-y-los-pasillos-colmados/
